date_day,year,month,day,weekday_name,year_month,is_weekend
2016-09-01,2016,9,1,Thursday,2016-09,False
2016-09-02,2016,9,2,Friday,2016-09,False
2016-09-03,2016,9,3,Saturday,2016-09,True
2016-09-04,2016,9,4,Sunday,2016-09,True
2016-09-05,2016,9,5,Monday,2016-09,False
2016-09-06,2016,9,6,Tuesday,2016-09,False
2016-09-07,2016,9,7,Wednesday,2016-09,False
2016-09-08,2016,9,8,Thursday,2016-09,False
2016-09-09,2016,9,9,Friday,2016-09,False
2016-09-10,2016,9,10,Saturday,2016-09,True
2016-09-11,2016,9,11,Sunday,2016-09,True
2016-09-12,2016,9,12,Monday,2016-09,False
2016-09-13,2016,9,13,Tuesday,2016-09,False
2016-09-14,2016,9,14,Wednesday,2016-09,False
2016-09-15,2016,9,15,Thursday,2016-09,False
2016-09-16,2016,9,16,Friday,2016-09,False
2016-09-17,2016,9,17,Saturday,2016-09,True
2016-09-18,2016,9,18,Sunday,2016-09,True
2016-09-19,2016,9,19,Monday,2016-09,False
2016-09-20,2016,9,20,Tuesday,2016-09,False
2016-09-21,2016,9,21,Wednesday,2016-09,False
2016-09-22,2016,9,22,Thursday,2016-09,False
2016-09-23,2016,9,23,Friday,2016-09,False
2016-09-24,2016,9,24,Saturday,2016-09,True
2016-09-25,2016,9,25,Sunday,2016-09,True
2016-09-26,2016,9,26,Monday,2016-09,False
2016-09-27,2016,9,27,Tuesday,2016-09,False
2016-09-28,2016,9,28,Wednesday,2016-09,False
2016-09-29,2016,9,29,Thursday,2016-09,False
2016-09-30,2016,9,30,Friday,2016-09,False
2016-10-01,2016,10,1,Saturday,2016-10,True
2016-10-02,2016,10,2,Sunday,2016-10,True
2016-10-03,2016,10,3,Monday,2016-10,False
2016-10-04,2016,10,4,Tuesday,2016-10,False
2016-10-05,2016,10,5,Wednesday,2016-10,False
2016-10-06,2016,10,6,Thursday,2016-10,False
2016-10-07,2016,10,7,Friday,2016-10,False
2016-10-08,2016,10,8,Saturday,2016-10,True
2016-10-09,2016,10,9,Sunday,2016-10,True
2016-10-10,2016,10,10,Monday,2016-10,False
2016-10-11,2016,10,11,Tuesday,2016-10,False
2016-10-12,2016,10,12,Wednesday,2016-10,False
2016-10-13,2016,10,13,Thursday,2016-10,False
2016-10-14,2016,10,14,Friday,2016-10,False
2016-10-15,2016,10,15,Saturday,2016-10,True
2016-10-16,2016,10,16,Sunday,2016-10,True
2016-10-17,2016,10,17,Monday,2016-10,False
2016-10-18,2016,10,18,Tuesday,2016-10,False
2016-10-19,2016,10,19,Wednesday,2016-10,False
2016-10-20,2016,10,20,Thursday,2016-10,False
2016-10-21,2016,10,21,Friday,2016-10,False
2016-10-22,2016,10,22,Saturday,2016-10,True
2016-10-23,2016,10,23,Sunday,2016-10,True
2016-10-24,2016,10,24,Monday,2016-10,False
2016-10-25,2016,10,25,Tuesday,2016-10,False
2016-10-26,2016,10,26,Wednesday,2016-10,False
2016-10-27,2016,10,27,Thursday,2016-10,False
2016-10-28,2016,10,28,Friday,2016-10,False
2016-10-29,2016,10,29,Saturday,2016-10,True
2016-10-30,2016,10,30,Sunday,2016-10,True
2016-10-31,2016,10,31,Monday,2016-10,False
2016-11-01,2016,11,1,Tuesday,2016-11,False
2016-11-02,2016,11,2,Wednesday,2016-11,False
2016-11-03,2016,11,3,Thursday,2016-11,False
2016-11-04,2016,11,4,Friday,2016-11,False
2016-11-05,2016,11,5,Saturday,2016-11,True
2016-11-06,2016,11,6,Sunday,2016-11,True
2016-11-07,2016,11,7,Monday,2016-11,False
2016-11-08,2016,11,8,Tuesday,2016-11,False
2016-11-09,2016,11,9,Wednesday,2016-11,False
2016-11-10,2016,11,10,Thursday,2016-11,False
2016-11-11,2016,11,11,Friday,2016-11,False
2016-11-12,2016,11,12,Saturday,2016-11,True
2016-11-13,2016,11,13,Sunday,2016-11,True
2016-11-14,2016,11,14,Monday,2016-11,False
2016-11-15,2016,11,15,Tuesday,2016-11,False
2016-11-16,2016,11,16,Wednesday,2016-11,False
2016-11-17,2016,11,17,Thursday,2016-11,False
2016-11-18,2016,11,18,Friday,2016-11,False
2016-11-19,2016,11,19,Saturday,2016-11,True
2016-11-20,2016,11,20,Sunday,2016-11,True
2016-11-21,2016,11,21,Monday,2016-11,False
2016-11-22,2016,11,22,Tuesday,2016-11,False
2016-11-23,2016,11,23,Wednesday,2016-11,False
2016-11-24,2016,11,24,Thursday,2016-11,False
2016-11-25,2016,11,25,Friday,2016-11,False
2016-11-26,2016,11,26,Saturday,2016-11,True
2016-11-27,2016,11,27,Sunday,2016-11,True
2016-11-28,2016,11,28,Monday,2016-11,False
2016-11-29,2016,11,29,Tuesday,2016-11,False
2016-11-30,2016,11,30,Wednesday,2016-11,False
2016-12-01,2016,12,1,Thursday,2016-12,False
2016-12-02,2016,12,2,Friday,2016-12,False
2016-12-03,2016,12,3,Saturday,2016-12,True
2016-12-04,2016,12,4,Sunday,2016-12,True
2016-12-05,2016,12,5,Monday,2016-12,False
2016-12-06,2016,12,6,Tuesday,2016-12,False
2016-12-07,2016,12,7,Wednesday,2016-12,False
2016-12-08,2016,12,8,Thursday,2016-12,False
2016-12-09,2016,12,9,Friday,2016-12,False
2016-12-10,2016,12,10,Saturday,2016-12,True
2016-12-11,2016,12,11,Sunday,2016-12,True
2016-12-12,2016,12,12,Monday,2016-12,False
2016-12-13,2016,12,13,Tuesday,2016-12,False
2016-12-14,2016,12,14,Wednesday,2016-12,False
2016-12-15,2016,12,15,Thursday,2016-12,False
2016-12-16,2016,12,16,Friday,2016-12,False
2016-12-17,2016,12,17,Saturday,2016-12,True
2016-12-18,2016,12,18,Sunday,2016-12,True
2016-12-19,2016,12,19,Monday,2016-12,False
2016-12-20,2016,12,20,Tuesday,2016-12,False
2016-12-21,2016,12,21,Wednesday,2016-12,False
2016-12-22,2016,12,22,Thursday,2016-12,False
2016-12-23,2016,12,23,Friday,2016-12,False
2016-12-24,2016,12,24,Saturday,2016-12,True
2016-12-25,2016,12,25,Sunday,2016-12,True
2016-12-26,2016,12,26,Monday,2016-12,False
2016-12-27,2016,12,27,Tuesday,2016-12,False
2016-12-28,2016,12,28,Wednesday,2016-12,False
2016-12-29,2016,12,29,Thursday,2016-12,False
2016-12-30,2016,12,30,Friday,2016-12,False
2016-12-31,2016,12,31,Saturday,2016-12,True
2017-01-01,2017,1,1,Sunday,2017-01,True
2017-01-02,2017,1,2,Monday,2017-01,False
2017-01-03,2017,1,3,Tuesday,2017-01,False
2017-01-04,2017,1,4,Wednesday,2017-01,False
2017-01-05,2017,1,5,Thursday,2017-01,False
2017-01-06,2017,1,6,Friday,2017-01,False
2017-01-07,2017,1,7,Saturday,2017-01,True
2017-01-08,2017,1,8,Sunday,2017-01,True
2017-01-09,2017,1,9,Monday,2017-01,False
2017-01-10,2017,1,10,Tuesday,2017-01,False
2017-01-11,2017,1,11,Wednesday,2017-01,False
2017-01-12,2017,1,12,Thursday,2017-01,False
2017-01-13,2017,1,13,Friday,2017-01,False
2017-01-14,2017,1,14,Saturday,2017-01,True
2017-01-15,2017,1,15,Sunday,2017-01,True
2017-01-16,2017,1,16,Monday,2017-01,False
2017-01-17,2017,1,17,Tuesday,2017-01,False
2017-01-18,2017,1,18,Wednesday,2017-01,False
2017-01-19,2017,1,19,Thursday,2017-01,False
2017-01-20,2017,1,20,Friday,2017-01,False
2017-01-21,2017,1,21,Saturday,2017-01,True
2017-01-22,2017,1,22,Sunday,2017-01,True
2017-01-23,2017,1,23,Monday,2017-01,False
2017-01-24,2017,1,24,Tuesday,2017-01,False
2017-01-25,2017,1,25,Wednesday,2017-01,False
2017-01-26,2017,1,26,Thursday,2017-01,False
2017-01-27,2017,1,27,Friday,2017-01,False
2017-01-28,2017,1,28,Saturday,2017-01,True
2017-01-29,2017,1,29,Sunday,2017-01,True
2017-01-30,2017,1,30,Monday,2017-01,False
2017-01-31,2017,1,31,Tuesday,2017-01,False
2017-02-01,2017,2,1,Wednesday,2017-02,False
2017-02-02,2017,2,2,Thursday,2017-02,False
2017-02-03,2017,2,3,Friday,2017-02,False
2017-02-04,2017,2,4,Saturday,2017-02,True
2017-02-05,2017,2,5,Sunday,2017-02,True
2017-02-06,2017,2,6,Monday,2017-02,False
2017-02-07,2017,2,7,Tuesday,2017-02,False
2017-02-08,2017,2,8,Wednesday,2017-02,False
2017-02-09,2017,2,9,Thursday,2017-02,False
2017-02-10,2017,2,10,Friday,2017-02,False
2017-02-11,2017,2,11,Saturday,2017-02,True
2017-02-12,2017,2,12,Sunday,2017-02,True
2017-02-13,2017,2,13,Monday,2017-02,False
2017-02-14,2017,2,14,Tuesday,2017-02,False
2017-02-15,2017,2,15,Wednesday,2017-02,False
2017-02-16,2017,2,16,Thursday,2017-02,False
2017-02-17,2017,2,17,Friday,2017-02,False
2017-02-18,2017,2,18,Saturday,2017-02,True
2017-02-19,2017,2,19,Sunday,2017-02,True
2017-02-20,2017,2,20,Monday,2017-02,False
2017-02-21,2017,2,21,Tuesday,2017-02,False
2017-02-22,2017,2,22,Wednesday,2017-02,False
2017-02-23,2017,2,23,Thursday,2017-02,False
2017-02-24,2017,2,24,Friday,2017-02,False
2017-02-25,2017,2,25,Saturday,2017-02,True
2017-02-26,2017,2,26,Sunday,2017-02,True
2017-02-27,2017,2,27,Monday,2017-02,False
2017-02-28,2017,2,28,Tuesday,2017-02,False
2017-03-01,2017,3,1,Wednesday,2017-03,False
2017-03-02,2017,3,2,Thursday,2017-03,False
2017-03-03,2017,3,3,Friday,2017-03,False
2017-03-04,2017,3,4,Saturday,2017-03,True
2017-03-05,2017,3,5,Sunday,2017-03,True
2017-03-06,2017,3,6,Monday,2017-03,False
2017-03-07,2017,3,7,Tuesday,2017-03,False
2017-03-08,2017,3,8,Wednesday,2017-03,False
2017-03-09,2017,3,9,Thursday,2017-03,False
2017-03-10,2017,3,10,Friday,2017-03,False
2017-03-11,2017,3,11,Saturday,2017-03,True
2017-03-12,2017,3,12,Sunday,2017-03,True
2017-03-13,2017,3,13,Monday,2017-03,False
2017-03-14,2017,3,14,Tuesday,2017-03,False
2017-03-15,2017,3,15,Wednesday,2017-03,False
2017-03-16,2017,3,16,Thursday,2017-03,False
2017-03-17,2017,3,17,Friday,2017-03,False
2017-03-18,2017,3,18,Saturday,2017-03,True
2017-03-19,2017,3,19,Sunday,2017-03,True
2017-03-20,2017,3,20,Monday,2017-03,False
2017-03-21,2017,3,21,Tuesday,2017-03,False
2017-03-22,2017,3,22,Wednesday,2017-03,False
2017-03-23,2017,3,23,Thursday,2017-03,False
2017-03-24,2017,3,24,Friday,2017-03,False
2017-03-25,2017,3,25,Saturday,2017-03,True
2017-03-26,2017,3,26,Sunday,2017-03,True
2017-03-27,2017,3,27,Monday,2017-03,False
2017-03-28,2017,3,28,Tuesday,2017-03,False
2017-03-29,2017,3,29,Wednesday,2017-03,False
2017-03-30,2017,3,30,Thursday,2017-03,False
2017-03-31,2017,3,31,Friday,2017-03,False
2017-04-01,2017,4,1,Saturday,2017-04,True
2017-04-02,2017,4,2,Sunday,2017-04,True
2017-04-03,2017,4,3,Monday,2017-04,False
2017-04-04,2017,4,4,Tuesday,2017-04,False
2017-04-05,2017,4,5,Wednesday,2017-04,False
2017-04-06,2017,4,6,Thursday,2017-04,False
2017-04-07,2017,4,7,Friday,2017-04,False
2017-04-08,2017,4,8,Saturday,2017-04,True
2017-04-09,2017,4,9,Sunday,2017-04,True
2017-04-10,2017,4,10,Monday,2017-04,False
2017-04-11,2017,4,11,Tuesday,2017-04,False
2017-04-12,2017,4,12,Wednesday,2017-04,False
2017-04-13,2017,4,13,Thursday,2017-04,False
2017-04-14,2017,4,14,Friday,2017-04,False
2017-04-15,2017,4,15,Saturday,2017-04,True
2017-04-16,2017,4,16,Sunday,2017-04,True
2017-04-17,2017,4,17,Monday,2017-04,False
2017-04-18,2017,4,18,Tuesday,2017-04,False
2017-04-19,2017,4,19,Wednesday,2017-04,False
2017-04-20,2017,4,20,Thursday,2017-04,False
2017-04-21,2017,4,21,Friday,2017-04,False
2017-04-22,2017,4,22,Saturday,2017-04,True
2017-04-23,2017,4,23,Sunday,2017-04,True
2017-04-24,2017,4,24,Monday,2017-04,False
2017-04-25,2017,4,25,Tuesday,2017-04,False
2017-04-26,2017,4,26,Wednesday,2017-04,False
2017-04-27,2017,4,27,Thursday,2017-04,False
2017-04-28,2017,4,28,Friday,2017-04,False
2017-04-29,2017,4,29,Saturday,2017-04,True
2017-04-30,2017,4,30,Sunday,2017-04,True
2017-05-01,2017,5,1,Monday,2017-05,False
2017-05-02,2017,5,2,Tuesday,2017-05,False
2017-05-03,2017,5,3,Wednesday,2017-05,False
2017-05-04,2017,5,4,Thursday,2017-05,False
2017-05-05,2017,5,5,Friday,2017-05,False
2017-05-06,2017,5,6,Saturday,2017-05,True
2017-05-07,2017,5,7,Sunday,2017-05,True
2017-05-08,2017,5,8,Monday,2017-05,False
2017-05-09,2017,5,9,Tuesday,2017-05,False
2017-05-10,2017,5,10,Wednesday,2017-05,False
2017-05-11,2017,5,11,Thursday,2017-05,False
2017-05-12,2017,5,12,Friday,2017-05,False
2017-05-13,2017,5,13,Saturday,2017-05,True
2017-05-14,2017,5,14,Sunday,2017-05,True
2017-05-15,2017,5,15,Monday,2017-05,False
2017-05-16,2017,5,16,Tuesday,2017-05,False
2017-05-17,2017,5,17,Wednesday,2017-05,False
2017-05-18,2017,5,18,Thursday,2017-05,False
2017-05-19,2017,5,19,Friday,2017-05,False
2017-05-20,2017,5,20,Saturday,2017-05,True
2017-05-21,2017,5,21,Sunday,2017-05,True
2017-05-22,2017,5,22,Monday,2017-05,False
2017-05-23,2017,5,23,Tuesday,2017-05,False
2017-05-24,2017,5,24,Wednesday,2017-05,False
2017-05-25,2017,5,25,Thursday,2017-05,False
2017-05-26,2017,5,26,Friday,2017-05,False
2017-05-27,2017,5,27,Saturday,2017-05,True
2017-05-28,2017,5,28,Sunday,2017-05,True
2017-05-29,2017,5,29,Monday,2017-05,False
2017-05-30,2017,5,30,Tuesday,2017-05,False
2017-05-31,2017,5,31,Wednesday,2017-05,False
2017-06-01,2017,6,1,Thursday,2017-06,False
2017-06-02,2017,6,2,Friday,2017-06,False
2017-06-03,2017,6,3,Saturday,2017-06,True
2017-06-04,2017,6,4,Sunday,2017-06,True
2017-06-05,2017,6,5,Monday,2017-06,False
2017-06-06,2017,6,6,Tuesday,2017-06,False
2017-06-07,2017,6,7,Wednesday,2017-06,False
2017-06-08,2017,6,8,Thursday,2017-06,False
2017-06-09,2017,6,9,Friday,2017-06,False
2017-06-10,2017,6,10,Saturday,2017-06,True
2017-06-11,2017,6,11,Sunday,2017-06,True
2017-06-12,2017,6,12,Monday,2017-06,False
2017-06-13,2017,6,13,Tuesday,2017-06,False
2017-06-14,2017,6,14,Wednesday,2017-06,False
2017-06-15,2017,6,15,Thursday,2017-06,False
2017-06-16,2017,6,16,Friday,2017-06,False
2017-06-17,2017,6,17,Saturday,2017-06,True
2017-06-18,2017,6,18,Sunday,2017-06,True
2017-06-19,2017,6,19,Monday,2017-06,False
2017-06-20,2017,6,20,Tuesday,2017-06,False
2017-06-21,2017,6,21,Wednesday,2017-06,False
2017-06-22,2017,6,22,Thursday,2017-06,False
2017-06-23,2017,6,23,Friday,2017-06,False
2017-06-24,2017,6,24,Saturday,2017-06,True
2017-06-25,2017,6,25,Sunday,2017-06,True
2017-06-26,2017,6,26,Monday,2017-06,False
2017-06-27,2017,6,27,Tuesday,2017-06,False
2017-06-28,2017,6,28,Wednesday,2017-06,False
2017-06-29,2017,6,29,Thursday,2017-06,False
2017-06-30,2017,6,30,Friday,2017-06,False
2017-07-01,2017,7,1,Saturday,2017-07,True
2017-07-02,2017,7,2,Sunday,2017-07,True
2017-07-03,2017,7,3,Monday,2017-07,False
2017-07-04,2017,7,4,Tuesday,2017-07,False
2017-07-05,2017,7,5,Wednesday,2017-07,False
2017-07-06,2017,7,6,Thursday,2017-07,False
2017-07-07,2017,7,7,Friday,2017-07,False
2017-07-08,2017,7,8,Saturday,2017-07,True
2017-07-09,2017,7,9,Sunday,2017-07,True
2017-07-10,2017,7,10,Monday,2017-07,False
2017-07-11,2017,7,11,Tuesday,2017-07,False
2017-07-12,2017,7,12,Wednesday,2017-07,False
2017-07-13,2017,7,13,Thursday,2017-07,False
